threads_used,computation_type,non_zero_values,time_used,FLOPS,MFLOPS,GFLOPS
1,serial_csr,428650,0.0005215592682362,1643724984.3134174346923828,1643.7249843134172806,1.6437249843134176
1,serial_hll,428650,0.0006303950212896,1359940943.4519927501678467,1359.9409434519927800,1.3599409434519929
2,parallel_open_mp_csr,428650,0.0007014749571681,1222139138.7384276390075684,1222.1391387384276186,1.2221391387384277
3,parallel_open_mp_csr,428650,0.0023270701058209,368403168.3684836626052856,368.4031683684836480,0.3684031683684837
4,parallel_open_mp_csr,428650,0.0002264748327434,3785409573.3953461647033691,3785.4095733953458875,3.7854095733953463
5,parallel_open_mp_csr,428650,0.0001691132783890,5069383126.9010486602783203,5069.3831269010488541,5.0693831269010490
6,parallel_open_mp_csr,428650,0.0001401631161571,6116445064.1878023147583008,6116.4450641878020178,6.1164450641878023
7,parallel_open_mp_csr,428650,0.0001546153798699,5544726538.3376398086547852,5544.7265383376397949,5.5447265383376401
8,parallel_open_mp_csr,428650,0.0001443959772587,5937146008.3279581069946289,5937.1460083279580431,5.9371460083279581
9,parallel_open_mp_csr,428650,0.0001199883408844,7144860856.3194437026977539,7144.8608563194429735,7.1448608563194442
10,parallel_open_mp_csr,428650,0.0001133871264756,7560823055.0290145874023438,7560.8230550290145402,7.5608230550290152
11,parallel_open_mp_csr,428650,0.0001230160705745,6969008162.8859653472900391,6969.0081628859652483,6.9690081628859657
12,parallel_open_mp_csr,428650,0.0001056888140738,8111549055.7151985168457031,8111.5490557151979374,8.1115490557151997
13,parallel_open_mp_csr,428650,0.0001263972371817,6782584960.8393878936767578,6782.5849608393873496,6.7825849608393884
14,parallel_open_mp_csr,428650,0.0001173447817564,7305821248.8706169128417969,7305.8212488706167278,7.3058212488706173
15,parallel_open_mp_csr,428650,0.0001296168193221,6614110764.9735946655273438,6614.1107649735940868,6.6141107649735948
16,parallel_open_mp_csr,428650,0.0001089549623430,7868388750.4023866653442383,7868.3887504023859947,7.8683887504023868
17,parallel_open_mp_csr,428650,0.0001130872406065,7580872920.7808837890625000,7580.8729207808837600,7.5808729207808847
18,parallel_open_mp_csr,428650,0.0001036217436194,8273360108.1689329147338867,8273.3601081689321290,8.2733601081689336
19,parallel_open_mp_csr,428650,0.0001192456111312,7189363129.3215351104736328,7189.3631293215348705,7.1893631293215359
20,parallel_open_mp_csr,428650,0.0001057148911059,8109548153.8289413452148438,8109.5481538289413947,8.1095481538289427
21,parallel_open_mp_csr,428650,0.0001005921512842,8522533707.2048883438110352,8522.5337072048878326,8.5225337072048895
22,parallel_open_mp_csr,428650,0.0041467552073300,206739958.6270726919174194,206.7399586270726957,0.2067399586270727
23,parallel_open_mp_csr,428650,0.0052175759337842,164310018.8439826667308807,164.3100188439826468,0.1643100188439827
24,parallel_open_mp_csr,428650,0.0031067221425474,275950007.9711195230484009,275.9500079711195326,0.2759500079711195
25,parallel_open_mp_csr,428650,0.0052070310339332,164642767.5220581889152527,164.6427675220581932,0.1646427675220582
26,parallel_open_mp_csr,428650,0.0006572431884706,1304387805.0602974891662598,1304.3878050602975236,1.3043878050602975
27,parallel_open_mp_csr,428650,0.0019474737346172,440211328.5335261225700378,440.2113285335261139,0.4402113285335261
28,parallel_open_mp_csr,428650,0.0009812391363084,873691201.5406262874603271,873.6912015406262526,0.8736912015406263
29,parallel_open_mp_csr,428650,0.0009158081375062,936113105.8896629810333252,936.1131058896629611,0.9361131058896630
30,parallel_open_mp_csr,428650,0.0009484668262303,903879794.5178186893463135,903.8797945178185955,0.9038797945178187
31,parallel_open_mp_csr,428650,0.0007887370884418,1086927459.8124926090240479,1086.9274598124925433,1.0869274598124927
32,parallel_open_mp_csr,428650,0.0008913506753743,961798788.8324962854385376,961.7987888324962569,0.9617987888324964
33,parallel_open_mp_csr,428650,0.0009284797124565,923337352.9851872920989990,923.3373529851872945,0.9233373529851874
34,parallel_open_mp_csr,428650,0.0009324275888503,919427964.4353973865509033,919.4279644353973708,0.9194279644353974
35,parallel_open_mp_csr,428650,0.0009397407993674,912272831.5904538631439209,912.2728315904538476,0.9122728315904539
36,parallel_open_mp_csr,428650,0.0009287549182773,923063752.4807895421981812,923.0637524807895034,0.9230637524807896
37,parallel_open_mp_csr,428650,0.0009335889481008,918284221.0632425546646118,918.2842210632425122,0.9182842210632426
38,parallel_open_mp_csr,428650,0.0009470987133682,905185476.3387595415115356,905.1854763387594858,0.9051854763387596
39,parallel_open_mp_csr,428650,0.0009302007965744,921628967.8069233894348145,921.6289678069233560,0.9216289678069235
40,parallel_open_mp_csr,428650,0.0009250650182366,926745669.8710637092590332,926.7456698710636829,0.9267456698710638
2,parallel_open_mp_hll,428650,0.0010059187188745,852255737.8783571720123291,852.2557378783570812,0.8522557378783572
3,parallel_open_mp_hll,428650,0.0017105303704739,501189581.1955127716064453,501.1895811955127442,0.5011895811955128
4,parallel_open_mp_hll,428650,0.0003254353068769,2634317733.4605870246887207,2634.3177334605870783,2.6343177334605872
5,parallel_open_mp_hll,428650,0.0002444013953209,3507754114.3919763565063477,3507.7541143919761453,3.5077541143919766
6,parallel_open_mp_hll,428650,0.0001799310557544,4764602733.0050029754638672,4764.6027330050028468,4.7646027330050034
7,parallel_open_mp_hll,428650,0.0001882729120553,4553496255.2042598724365234,4553.4962552042597963,4.5534962552042604
8,parallel_open_mp_hll,428650,0.0001666969619691,5142865172.0642833709716797,5142.8651720642828877,5.1428651720642833
9,parallel_open_mp_hll,428650,0.0001467140391469,5843339907.9253234863281250,5843.3399079253231321,5.8433399079253237
10,parallel_open_mp_hll,428650,0.0001389980316162,6167713240.4802742004394531,6167.7132404802741803,6.1677132404802748
11,parallel_open_mp_hll,428650,0.0001416429877281,6052541066.4562625885009766,6052.5410664562623424,6.0525410664562633
12,parallel_open_mp_hll,428650,0.0001306007616222,6564280248.8399543762207031,6564.2802488399538561,6.5642802488399550
13,parallel_open_mp_hll,428650,0.0001478870399296,5796992085.3642330169677734,5796.9920853642324801,5.7969920853642334
14,parallel_open_mp_hll,428650,0.0001346687786281,6365989271.8522539138793945,6365.9892718522532959,6.3659892718522544
15,parallel_open_mp_hll,428650,0.0001298706047237,6601185863.6060161590576172,6601.1858636060160279,6.6011858636060170
16,parallel_open_mp_hll,428650,0.0001385929062963,6185742278.6665143966674805,6185.7422786665138119,6.1857422786665150
17,parallel_open_mp_hll,428650,0.0001316331326962,6512797974.4955425262451172,6512.7979744955418937,6.5127979744955429
18,parallel_open_mp_hll,428650,0.0001313691027462,6525887610.3915805816650391,6525.8876103915799831,6.5258876103915808
19,parallel_open_mp_hll,428650,0.0001366669312119,6272914686.8050022125244141,6272.9146868050020203,6.2729146868050023
20,parallel_open_mp_hll,428650,0.0001259739510715,6805375180.4086093902587891,6805.3751804086086850,6.8053751804086096
21,parallel_open_mp_hll,428650,0.0001264531165361,6779587751.4413232803344727,6779.5877514413232348,6.7795877514413236
22,parallel_open_mp_hll,428650,0.0007576849311590,1131472944.4184679985046387,1131.4729444184679323,1.1314729444184681
23,parallel_open_mp_hll,428650,0.0008283499628305,1034949041.4299430847167969,1034.9490414299430086,1.0349490414299432
24,parallel_open_mp_hll,428650,0.0052585029043257,163031192.6413071155548096,163.0311926413071149,0.1630311926413071
25,parallel_open_mp_hll,428650,0.0036989189684391,231770419.2265044152736664,231.7704192265044014,0.2317704192265044
26,parallel_open_mp_hll,428650,0.0009667249396443,886808610.0224177837371826,886.8086100224177244,0.8868086100224178
27,parallel_open_mp_hll,428650,0.0009803487919271,874484680.4113271236419678,874.4846804113270764,0.8744846804113272
28,parallel_open_mp_hll,428650,0.0029634130187333,289294807.9058046340942383,289.2948079058046460,0.2892948079058046
29,parallel_open_mp_hll,428650,0.0009632213041186,890034300.8758995532989502,890.0343008758994756,0.8900343008758996
30,parallel_open_mp_hll,428650,0.0049766940064728,172262951.8481489717960358,172.2629518481489583,0.1722629518481490
31,parallel_open_mp_hll,428650,0.0010247188620269,836619712.7514863014221191,836.6197127514863041,0.8366197127514864
32,parallel_open_mp_hll,428650,0.0009234142489731,928402394.6493650674819946,928.4023946493650783,0.9284023946493651
